Date,Daily change in cumulative total,Positive rate,Country,Units,Source URL,Source label,Notes
2020-04-29,28650,0.117,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-04-30,21990,0.121,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-01,24246,0.13,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-02,13106,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-03,19492,0.129,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-04,14213,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-05,17270,0.144,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-06,22879,0.157,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-07,18562,0.166,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-08,25170,0.164,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-09,21060,0.162,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-10,10680,0.165,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-11,7939,0.174,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-12,19300,0.166,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-13,21133,0.174,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-14,33990,0.159,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-15,18091,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-16,25099,0.173,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-17,20131,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-18,10519,0.176,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-19,18450,0.186,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-20,35841,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-21,21077,0.189,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-22,14026,0.187,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-23,37815,0.172,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-24,32626,0.163,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-25,19955,0.162,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-26,34799,0.154,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-27,29557,0.168,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-28,23519,0.172,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-29,34820,0.172,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-30,49091,0.178,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-05-31,46166,0.187,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-01,17785,0.195,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-02,32393,0.207,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-03,6563,0.204,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-04,20216,0.2,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-05,18637,0.205,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-06,18535,0.225,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-07,18953,0.241,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-08,12029,0.233,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-09,23706,0.216,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-10,28065,0.213,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-11,26722,0.215,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-12,32939,0.207,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-13,23060,0.202,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-14,22362,0.197,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-15,15639,0.193,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-16,20127,0.198,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-17,21306,0.198,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-18,21856,0.188,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-19,21499,0.186,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-20,21297,0.182,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-21,21646,0.176,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-22,13721,0.173,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-23,21816,0.165,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-24,21907,0.165,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-25,21952,0.168,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-26,20916,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-27,20614,0.173,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-28,19977,0.174,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-29,16212,0.174,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-06-30,18062,0.175,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-01,19983,0.173,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-02,20892,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-03,20708,0.17,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-04,20941,0.169,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-05,20936,0.169,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-06,17844,0.167,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-07,20638,0.17,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-08,20988,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-09,20962,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-10,20048,0.169,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-11,20916,0.166,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-12,20989,0.166,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-13,18448,0.171,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-14,20242,0.172,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-15,20011,0.175,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-16,20031,0.179,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-17,20033,0.184,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-18,18222,0.194,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-19,21022,0.198,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-20,21071,0.196,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-21,24891,0.194,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-22,24573,0.192,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-23,24995,0.191,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-24,24993,0.19,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-25,22342,0.185,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-26,24142,0.187,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-27,20009,0.193,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-28,20461,0.204,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-29,22895,0.214,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-30,24642,0.228,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-07-31,30142,0.236,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-01,29552,0.246,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-02,26098,0.253,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-03,13811,0.259,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-04,22327,0.265,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-05,26561,0.271,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-06,26684,0.274,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-07,29564,0.281,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-08,25446,0.286,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-09,25252,0.29,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-10,16387,0.291,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-11,22521,0.289,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-12,30865,0.288,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-13,33550,0.286,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-14,28108,0.288,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-15,33107,0.289,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-16,35183,0.29,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-17,20202,0.287,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-18,25329,0.289,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-19,33068,0.287,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-20,31851,0.286,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-21,31510,0.284,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-22,35217,0.28,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-23,35193,0.275,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-24,21211,0.276,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-25,25751,0.272,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-26,23106,0.27,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-27,33609,0.267,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-28,34617,0.258,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-29,32603,0.263,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-30,35171,0.256,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-08-31,23992,0.247,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-01,17192,0.248,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-02,23677,0.249,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-03,29815,0.244,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-04,33486,0.239,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-05,33423,0.225,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-06,26145,0.228,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-07,7045,0.232,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-08,16772,0.229,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-09,25513,0.228,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-10,28295,0.234,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-11,25689,0.244,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-12,27103,0.25,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-13,24940,0.255,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-14,17773,0.255,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-15,15217,0.254,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-16,24294,0.255,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-17,22517,0.254,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-18,26125,0.252,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-19,27105,0.253,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-20,25845,0.247,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-21,16881,0.247,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-22,14178,0.245,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-23,26711,0.24,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-24,27065,0.237,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-25,25692,0.234,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-26,23484,0.233,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-27,22298,0.233,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-28,15238,0.232,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-29,12963,0.23,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-09-30,14030,0.228,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-01,15772,0.227,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-02,14442,0.228,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-03,7306,0.243,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-04,22425,0.224,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-05,9047,0.222,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-06,13662,0.219,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-07,13063,0.218,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-08,15293,0.213,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-09,24228,0.207,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-10,23090,0.175,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-11,26676,0.17,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-12,15209,0.161,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-13,19385,0.154,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-14,23272,0.145,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-15,23136,0.136,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-16,23617,0.123,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-17,24395,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-18,23982,0.126,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-19,19105,0.126,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-20,21342,0.127,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-21,22948,0.126,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-22,23131,0.127,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-23,26668,0.128,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-24,24422,0.128,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-25,22433,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-26,16891,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-27,20458,0.117,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-28,22234,0.115,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-29,23498,0.113,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-30,16389,0.117,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-10-31,27712,0.109,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-01,19956,0.11,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-02,13645,0.111,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-03,17163,0.117,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-04,23058,0.119,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-05,19974,0.124,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-06,23868,0.119,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-07,20170,0.127,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-08,18845,0.127,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-09,10554,0.127,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-10,15672,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-11,20690,0.125,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-12,19487,0.12,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-13,20874,0.12,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-14,23438,0.115,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-15,17613,0.114,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-16,13237,0.113,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-17,15319,0.111,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-18,21326,0.106,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-19,22229,0.102,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-20,22137,0.099,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-21,19325,0.1,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-22,18873,0.096,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-23,10128,0.095,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-24,16328,0.096,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-25,21285,0.096,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-26,17178,0.099,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-27,19652,0.1,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-28,20348,0.099,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-29,19223,0.104,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-11-30,10519,0.105,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-01,16077,0.103,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-02,17626,0.105,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-03,15844,0.105,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-04,17145,0.107,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-05,18529,0.107,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-06,12547,0.105,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-07,11865,0.105,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
2020-12-08,16168,0.104,Peru,tests performed,https://github.com/jmcastagnetto/covid-19-peru-data,National Institute of Health,
