Date,Daily change in cumulative total,Positive rate,Country,Units,Source URL,Source label,Notes
2020-03-28,1205,0.06,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-03-29,587,0.062,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-03-30,1084,0.068,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-03-31,1131,0.074,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-01,1611,0.08,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-02,2331,0.081,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-03,1691,0.094,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-04,3224,0.078,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-05,1647,0.076,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-06,1971,0.077,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-07,2167,0.077,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-08,3295,0.068,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-09,2549,0.067,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-10,3287,0.054,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-11,1318,0.06,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-12,1589,0.058,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-13,920,0.055,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-14,1225,0.057,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-15,2492,0.06,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-16,3507,0.054,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-17,2710,0.06,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-18,3692,0.05,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-19,2362,0.047,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-20,1844,0.046,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-21,3620,0.037,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-22,4202,0.034,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-23,3664,0.034,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-24,4055,0.03,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-25,3141,0.032,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-26,2485,0.032,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-27,2440,0.03,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-28,3788,0.031,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-29,4450,0.03,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-04-30,4179,0.028,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-01,3375,0.027,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-02,1483,0.029,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-03,1649,0.029,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-04,1767,0.031,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-05,3771,0.03,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-06,3808,0.03,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-07,3832,0.032,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-08,3322,0.034,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-09,2810,0.031,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-10,1819,0.029,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-11,2208,0.027,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-12,4055,0.024,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-13,4011,0.023,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-14,3896,0.02,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-15,4353,0.018,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-16,3450,0.017,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-17,2312,0.016,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-18,2360,0.014,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-19,4946,0.013,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-20,3696,0.012,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-21,2965,0.011,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-22,2216,0.011,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-23,2630,0.011,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-24,1554,0.011,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-25,1744,0.011,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-26,3638,0.012,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-27,2971,0.01,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-28,2983,0.011,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-29,2804,0.01,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-30,1945,0.01,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-05-31,1295,0.009,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-01,1685,0.008,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-02,2875,0.007,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-03,2860,0.008,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-04,2798,0.007,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-05,2321,0.007,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-06,2042,0.007,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-07,962,0.006,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-08,1842,0.006,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-09,2950,0.005,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-10,2956,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-11,2973,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-12,2496,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-13,1553,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-14,826,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-15,1899,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-16,2991,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-17,2730,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-18,2069,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-19,1440,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-20,747,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-21,687,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-22,1604,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-23,2635,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-24,2330,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-25,2693,0.005,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-26,2176,0.005,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-27,1556,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-28,965,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-29,1696,0.005,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-06-30,2834,0.005,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-01,2776,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-02,3769,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-03,3240,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-04,2645,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-05,1314,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-06,2239,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-07,4548,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-08,4400,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-09,4876,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-10,4389,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-11,3296,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-12,2332,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-13,3102,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-14,5351,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-15,5431,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-16,4972,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-17,5108,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-18,4131,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-19,2136,0.001,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-20,3296,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-21,5462,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-22,5042,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-23,5477,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-24,4752,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-25,3760,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-26,2285,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-27,3403,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-28,5743,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-29,5539,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-30,5635,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-07-31,5555,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-01,4198,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-02,4568,0.002,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-03,5250,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-04,6819,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-05,8536,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-06,7097,0.004,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-07,8815,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-08,6327,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-09,5942,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
2020-08-10,7260,0.003,Finland,tests performed,https://sampo.thl.fi/pivot/prod/en/epirapo/covid19case/fact_epirapo_covid19case,Finnish Institute for Health and Welfare,
